delivery_id,order_id,delivery_status,delivery_time,rider_id
317,138,Delivered,20:01:31,1112
318,139,Delivered,10:01:58,1144
319,140,Delivered,06:15:45,1056
320,141,Delivered,12:11:49,1073
321,142,Delivered,08:33:09,1013
322,143,Delivered,10:06:16,1078
323,144,Delivered,20:46:11,1117
324,146,Delivered,14:31:10,1133
325,147,Delivered,00:46:48,1112
326,148,Delivered,19:42:55,1101
327,149,Delivered,21:19:43,1020
328,150,Delivered,00:14:35,1053
329,151,Delivered,09:50:55,1028
330,152,Delivered,05:00:47,1058
331,156,Delivered,12:23:42,1004
332,157,Delivered,04:02:30,1146
333,158,Delivered,11:17:53,1122
334,159,Delivered,10:37:22,1089
335,160,Delivered,20:34:14,1074
336,161,Delivered,08:20:16,1107
337,163,Delivered,18:48:43,1059
338,164,Delivered,22:37:45,1137
339,165,Delivered,03:42:52,1111
340,166,Delivered,07:35:11,1110
341,167,Delivered,01:22:05,1055
342,170,Delivered,06:44:03,1070
343,171,Delivered,04:21:34,1131
344,172,Delivered,14:10:16,1007
345,173,Delivered,04:06:14,1046
346,174,Delivered,21:30:38,1150
347,175,Delivered,07:26:21,1070
348,176,Delivered,13:33:53,1071
349,177,Delivered,09:47:04,1092
350,178,Delivered,20:29:51,1030
351,179,Delivered,04:57:29,1097
352,180,On the way,15:56:27,1127
353,181,Delivered,04:03:04,1094
354,182,Delivered,06:48:34,1097
355,183,Delivered,00:51:32,1050
356,184,Delivered,04:20:12,1073
357,185,Delivered,04:24:37,1072
358,186,Delivered,03:49:53,1037
359,188,Delivered,08:33:37,1024
360,189,Delivered,20:26:34,1046
361,190,Delivered,06:42:34,1045
362,191,Delivered,02:19:46,1130
363,192,Delivered,01:18:40,1005
364,193,Delivered,01:20:11,1072
365,194,On the way,16:07:41,1099
366,195,Delivered,11:41:18,1085
367,196,Delivered,01:55:01,1033
368,199,Delivered,01:57:49,1136
369,200,On the way,01:10:41,1079
370,201,Delivered,18:44:09,1144
371,202,Delivered,10:36:48,1143
372,203,Delivered,06:51:52,1038
373,204,Delivered,06:22:57,1121
374,205,Delivered,01:20:21,1145
375,206,Delivered,23:01:46,1041
376,207,Delivered,16:58:49,1086
377,208,Delivered,08:34:52,1108
378,210,Delivered,22:38:19,1141
379,211,Delivered,21:19:24,1081
380,212,Delivered,08:28:01,1090
381,213,Delivered,06:18:17,1074
382,214,Delivered,18:00:18,1128
383,215,Delivered,01:17:34,1099
384,216,Delivered,10:27:58,1020
385,218,Delivered,20:15:27,1086
386,219,Delivered,09:14:30,1097
387,220,Delivered,14:49:13,1097
388,221,On the way,04:42:46,1029
389,223,Delivered,21:06:54,1112
390,224,Delivered,06:09:44,1039
391,225,Delivered,02:01:02,1092
392,226,Delivered,09:50:50,1120
393,227,Delivered,04:37:58,1101
394,228,Delivered,01:37:02,1019
395,231,Delivered,13:03:27,1028
396,232,Delivered,13:26:04,1135
397,233,Delivered,17:09:40,1044
398,235,Delivered,13:11:43,1018
399,236,Delivered,09:58:00,1099
400,238,Delivered,16:47:11,1111
401,240,Delivered,02:17:48,1073
402,241,Delivered,01:23:29,1095
403,242,Delivered,13:39:49,1007
404,243,Delivered,02:34:00,1124
405,245,Delivered,13:33:31,1086
406,247,Delivered,14:09:13,1123
407,248,Delivered,11:35:36,1092
408,251,Delivered,09:42:48,1046
409,253,Delivered,08:48:20,1012
410,254,Delivered,02:27:49,1128
411,256,Delivered,04:54:57,1093
412,257,Delivered,12:17:21,1103
413,258,Delivered,11:21:43,1027
414,259,Delivered,21:28:02,1061
415,260,Delivered,17:42:59,1020
416,262,Delivered,14:29:54,1149
417,264,Delivered,03:56:29,1027
418,266,Delivered,23:15:05,1068
419,267,Delivered,22:16:36,1026
420,268,Delivered,11:58:55,1099
421,269,Delivered,17:21:55,1145
422,270,Delivered,19:25:20,1087
423,271,Delivered,11:51:15,1108
424,272,Delivered,03:12:29,1121
425,273,Delivered,04:00:10,1071
426,274,Delivered,14:40:31,1141
427,275,Delivered,18:20:28,1085
428,276,Delivered,10:06:20,1022
429,277,Delivered,22:05:43,1150
430,278,Delivered,16:16:16,1055
431,279,Delivered,23:21:00,1121
432,281,Delivered,16:14:15,1070
433,282,Delivered,17:21:02,1015
434,283,Delivered,09:55:50,1089
435,285,Delivered,23:37:53,1130
436,286,Delivered,07:58:38,1044
437,287,Delivered,22:49:39,1015
438,289,Delivered,01:26:10,1024
439,291,Delivered,04:21:16,1018
440,292,Delivered,17:13:00,1015
441,293,Delivered,16:53:10,1123
442,294,Delivered,00:20:46,1052
443,295,Delivered,01:33:08,1136
444,296,Delivered,16:55:34,1133
445,297,Delivered,03:12:29,1081
446,298,Delivered,21:11:46,1067
447,299,On the way,13:07:08,1130
448,301,Delivered,11:22:55,1102
449,302,Delivered,08:01:46,1018
450,304,Delivered,15:34:33,1115
451,306,Delivered,02:44:59,1140
452,307,Delivered,11:19:19,1114
453,308,Delivered,09:20:09,1071
454,309,Delivered,19:24:02,1127
455,310,Delivered,19:35:27,1057
456,311,Delivered,07:44:55,1120
457,312,Delivered,00:06:17,1068
458,314,Delivered,04:34:57,1047
459,315,Delivered,00:11:21,1083
460,316,Delivered,22:08:29,1125
461,317,Delivered,16:40:04,1081
462,318,Delivered,21:08:05,1089
463,319,Delivered,12:03:11,1002
464,320,Delivered,09:14:39,1102
465,321,Delivered,04:15:58,1045
466,324,Delivered,02:39:59,1004
467,327,On the way,04:14:52,1061
468,328,Delivered,17:10:18,1019
469,329,Delivered,22:45:12,1042
470,330,Delivered,21:47:46,1050
471,331,Delivered,23:02:02,1091
472,332,Delivered,21:57:41,1146
473,333,Delivered,18:02:18,1107
474,334,Delivered,14:04:15,1145
475,335,Delivered,14:14:15,1134
476,336,Delivered,23:13:59,1002
477,338,Delivered,11:30:40,1051
478,339,Delivered,10:40:03,1137
479,340,Delivered,03:59:39,1093
480,341,Delivered,08:19:07,1098
481,342,Delivered,13:49:32,1045
482,343,Delivered,04:07:58,1071
483,344,Delivered,04:27:56,1027
484,345,Delivered,15:47:36,1035
485,346,Delivered,05:32:17,1143
486,347,Delivered,19:27:50,1123
487,349,On the way,19:13:34,1034
488,350,Delivered,05:12:04,1131
489,351,Delivered,22:44:41,1149
490,354,Delivered,08:26:00,1108
491,355,Delivered,06:53:29,1079
492,356,Delivered,17:11:20,1084
493,358,Delivered,03:10:38,1072
494,359,Delivered,03:57:02,1103
495,360,Delivered,20:52:34,1091
496,361,Delivered,23:19:21,1109
497,362,Delivered,23:09:47,1031
498,364,Delivered,22:39:54,1042
499,365,Delivered,14:26:35,1015
500,366,Delivered,20:46:12,1143
501,367,Delivered,11:47:25,1114
502,369,Delivered,11:01:48,1089
503,370,Delivered,15:31:37,1102
504,371,Delivered,09:38:12,1013
505,372,Delivered,01:56:12,1045
506,373,Delivered,05:50:38,1039
507,374,Delivered,01:59:30,1042
508,375,On the way,06:06:20,1015
509,376,Delivered,02:52:31,1111
510,377,Delivered,10:51:37,1090
511,378,Delivered,09:35:53,1065
512,379,Delivered,06:46:32,1032
513,380,Delivered,11:53:46,1062
514,381,Delivered,12:09:32,1111
515,383,Delivered,03:15:53,1106
516,384,Delivered,12:43:36,1120
517,385,Delivered,16:46:10,1149
518,386,Delivered,16:14:47,1044
519,387,Delivered,15:38:37,1074
520,388,Delivered,08:42:32,1016
521,389,Delivered,12:51:06,1077
522,390,Delivered,22:49:03,1122
523,391,Delivered,05:22:55,1015
524,393,Delivered,12:55:04,1058
525,394,Delivered,20:06:30,1061
526,395,Delivered,12:50:25,1107
527,396,Delivered,07:35:00,1033
528,397,Delivered,20:33:29,1015
529,398,Delivered,06:11:59,1073
530,400,Delivered,05:44:35,1023
531,402,Delivered,13:46:11,1139
532,403,Delivered,08:56:08,1073
533,404,Delivered,18:13:07,1142
534,405,Delivered,11:52:31,1113
535,406,Delivered,23:48:58,1092
536,407,Delivered,11:56:52,1078
537,410,Delivered,13:45:26,1082
538,411,Delivered,04:35:24,1059
539,412,Delivered,17:03:13,1100
540,415,Delivered,03:52:27,1136
541,416,Delivered,11:45:49,1035
542,417,Delivered,16:24:32,1034
543,418,Delivered,04:27:14,1146
544,419,Delivered,10:02:44,1079
545,420,Delivered,13:53:50,1061
546,421,Delivered,01:45:59,1003
547,422,Delivered,20:54:20,1088
548,423,Delivered,05:56:34,1149
549,424,Delivered,21:14:00,1134
550,425,Delivered,04:59:24,1046
551,426,Delivered,19:22:35,1044
552,427,Delivered,12:29:44,1069
553,428,Delivered,10:47:13,1018
554,429,Delivered,16:58:44,1038
555,431,Delivered,15:47:45,1018
556,432,Delivered,03:03:50,1121
557,433,Delivered,07:34:06,1137
558,434,Delivered,11:26:24,1036
559,435,Delivered,01:55:29,1047
560,436,Delivered,18:58:33,1024
561,438,Delivered,09:10:10,1020
562,439,Delivered,00:04:53,1051
563,440,On the way,18:51:31,1104
564,441,Delivered,08:00:15,1017
565,442,Delivered,04:04:17,1138
566,443,Delivered,09:34:12,1039
567,445,Delivered,07:04:40,1071
568,446,Delivered,10:58:00,1115
569,447,Delivered,10:43:23,1021
570,448,Delivered,13:59:38,1088
571,449,Delivered,20:28:26,1122
572,450,Delivered,18:44:42,1042
573,451,Delivered,10:00:04,1144
574,452,Delivered,17:55:28,1096
575,453,Delivered,19:59:04,1136
576,454,Delivered,11:23:35,1134
577,455,Delivered,15:26:16,1124
578,456,On the way,03:43:14,1137
579,457,Delivered,03:10:26,1142
580,459,Delivered,14:15:14,1117
581,460,Delivered,07:53:21,1076
582,461,Delivered,11:21:46,1076
583,462,Delivered,12:35:05,1119
584,464,Delivered,06:52:47,1140
585,465,Delivered,15:54:46,1026
586,466,Delivered,17:30:11,1001
587,468,Delivered,12:45:15,1065
588,469,On the way,04:36:30,1100
589,470,Delivered,12:17:11,1029
590,471,Delivered,00:25:56,1088
591,472,Delivered,03:42:58,1136
592,473,Delivered,00:54:16,1145
593,474,Delivered,14:38:33,1100
594,475,Delivered,00:06:21,1148
595,477,Delivered,12:36:29,1133
596,479,Delivered,06:23:48,1135
597,480,Delivered,15:14:56,1016
598,481,Delivered,03:16:16,1036
599,482,Delivered,20:45:58,1047
600,484,Delivered,09:34:59,1096
601,486,Delivered,17:35:15,1101
602,487,Delivered,13:51:57,1045
603,489,Delivered,03:30:26,1047
604,492,Delivered,12:38:33,1069
605,494,Delivered,09:10:22,1105
606,495,Delivered,13:24:39,1096
607,496,Delivered,12:31:38,1109
608,497,Delivered,22:07:39,1114
609,498,Delivered,23:07:15,1139
610,499,Delivered,21:14:43,1113
611,500,Delivered,03:19:27,1109
612,502,Delivered,20:49:35,1034
613,503,On the way,14:39:18,1145
614,504,Delivered,05:14:41,1049
615,506,Delivered,07:02:03,1027
616,507,Delivered,05:43:06,1129
617,508,Delivered,14:58:21,1065
618,509,Delivered,06:26:12,1111
619,510,Delivered,19:12:20,1147
620,511,Delivered,12:46:38,1007
621,512,Delivered,01:00:11,1089
622,513,Delivered,10:00:05,1087
623,514,Delivered,21:03:58,1035
624,515,Delivered,19:39:56,1002
625,516,Delivered,06:08:42,1007
626,517,Delivered,00:19:07,1015
627,518,Delivered,02:36:01,1042
628,519,Delivered,13:34:35,1075
629,520,Delivered,00:40:42,1089
630,521,Delivered,07:44:18,1146
631,522,Delivered,19:09:49,1066
632,523,Delivered,22:39:01,1075
633,524,Delivered,11:12:56,1128
634,528,Delivered,20:48:42,1054
635,529,Delivered,19:02:33,1142
636,530,Delivered,20:04:10,1121
637,531,Delivered,16:26:57,1090
638,532,Delivered,12:59:36,1066
639,534,Delivered,23:44:05,1109
640,535,Delivered,17:31:23,1028
641,536,Delivered,17:16:11,1064
642,537,Delivered,05:40:06,1128
643,538,Delivered,19:05:29,1069
644,539,Delivered,02:47:33,1006
645,540,Delivered,13:12:10,1078
646,541,Delivered,04:15:14,1002
647,543,Delivered,17:50:41,1063
648,544,Delivered,11:38:43,1137
649,545,Delivered,01:03:53,1104
650,546,Delivered,11:59:44,1132
651,547,Delivered,02:56:30,1083
652,548,Delivered,21:26:25,1102
653,549,Delivered,17:20:47,1080
654,550,Delivered,03:35:54,1147
655,552,Delivered,02:49:28,1107
656,553,Delivered,16:06:05,1017
657,555,Delivered,19:49:54,1010
658,556,Delivered,12:53:37,1052
659,557,Delivered,09:38:40,1015
660,558,Delivered,12:51:47,1057
661,562,Delivered,12:41:47,1093
662,563,Delivered,20:01:52,1008
663,564,Delivered,04:25:12,1148
664,565,Delivered,02:05:33,1099
665,566,Delivered,15:18:12,1058
666,567,Delivered,05:42:46,1042
667,568,Delivered,23:54:18,1150
668,570,Delivered,22:00:11,1090
669,571,Delivered,10:47:27,1004
670,572,Delivered,23:46:48,1002
671,574,Delivered,20:20:43,1098
672,576,Delivered,20:50:36,1082
673,577,Delivered,21:56:35,1039
674,578,Delivered,01:44:02,1111
675,579,Delivered,08:27:42,1007
676,580,Delivered,10:14:12,1026
677,581,Delivered,10:48:56,1029
678,582,Delivered,02:02:33,1124
679,583,Delivered,12:09:18,1138
680,584,Delivered,12:46:28,1147
681,585,Delivered,22:14:43,1052
682,586,Delivered,20:44:37,1055
683,588,Delivered,05:17:06,1017
684,589,Delivered,02:19:07,1038
685,590,Delivered,21:54:17,1107
686,591,Delivered,07:41:26,1088
687,592,Delivered,07:39:22,1088
688,593,Delivered,22:55:44,1044
689,595,Delivered,20:04:59,1106
690,597,Delivered,13:42:51,1054
691,598,Delivered,23:15:36,1032
692,599,Delivered,18:55:19,1054
693,600,Delivered,00:50:51,1047
694,601,Delivered,21:05:50,1146
695,603,Delivered,03:59:50,1144
696,605,Delivered,15:05:17,1042
697,606,Delivered,16:35:06,1017
698,607,Delivered,05:04:05,1034
699,608,Delivered,02:26:46,1143
700,609,Delivered,04:47:10,1122
701,610,Delivered,02:50:41,1015
702,611,Delivered,06:33:44,1054
703,612,Delivered,19:29:02,1039
704,613,Delivered,15:14:17,1091
705,614,Delivered,22:39:01,1118
706,615,Delivered,19:08:58,1029
707,618,Delivered,14:25:43,1010
708,619,Delivered,00:25:07,1026
709,620,Delivered,03:58:29,1020
710,621,Delivered,23:39:50,1072
711,622,Delivered,06:44:27,1143
712,624,Delivered,14:16:31,1091
713,625,Delivered,05:00:13,1058
714,626,Delivered,23:09:32,1091
715,627,Delivered,13:12:13,1013
716,628,Delivered,06:45:23,1009
717,629,Delivered,18:37:24,1086
718,630,Delivered,16:31:07,1096
719,631,Delivered,21:22:22,1046
720,632,Delivered,00:29:20,1127
721,633,Delivered,10:06:00,1074
722,634,Delivered,21:58:31,1050
723,636,On the way,09:28:55,1049
724,637,Delivered,01:24:33,1128
725,639,Delivered,20:54:47,1143
726,640,Delivered,12:03:21,1051
727,641,Delivered,00:57:51,1015
728,642,Delivered,01:03:16,1146
729,643,Delivered,09:18:27,1082
730,644,Delivered,02:03:01,1045
731,645,Delivered,20:53:41,1149
732,646,Delivered,07:17:41,1058
733,647,Delivered,23:47:22,1011
734,648,Delivered,09:01:08,1058
735,650,Delivered,15:02:13,1118
736,651,Delivered,13:09:08,1026
737,652,Delivered,12:15:43,1008
738,653,Delivered,23:40:45,1064
739,654,Delivered,09:54:33,1008
740,655,Delivered,01:54:20,1063
741,656,Delivered,00:47:15,1110
742,657,On the way,13:51:24,1116
743,660,Delivered,12:16:46,1003
744,662,Delivered,16:17:20,1027
745,663,Delivered,11:31:10,1128
746,664,Delivered,07:10:52,1115
747,665,Delivered,05:14:44,1058
748,666,Delivered,22:50:40,1026
749,667,Delivered,16:12:13,1010
750,668,Delivered,17:34:27,1027
751,669,Delivered,06:32:59,1001
752,670,Delivered,11:39:07,1060
753,671,Delivered,17:43:00,1108
754,672,Delivered,06:57:01,1027
755,673,Delivered,20:06:53,1080
756,674,Delivered,00:04:08,1085
757,675,Delivered,16:00:46,1026
758,676,Delivered,15:21:16,1083
759,677,Delivered,21:54:16,1054
760,678,Delivered,12:40:16,1119
761,679,On the way,10:49:13,1149
762,680,Delivered,07:17:02,1021
763,681,Delivered,07:05:24,1040
764,682,Delivered,17:39:38,1027
765,683,Delivered,07:32:50,1024
766,684,Delivered,13:40:29,1102
767,687,Delivered,06:26:33,1119
768,689,Delivered,20:31:57,1034
769,690,Delivered,12:29:26,1007
770,691,Delivered,11:59:32,1004
771,692,Delivered,02:43:47,1106
772,693,Delivered,00:08:15,1081
773,694,Delivered,23:10:59,1130
774,695,Delivered,13:19:44,1024
775,697,On the way,09:06:35,1046
776,698,Delivered,19:37:12,1118
777,699,Delivered,11:39:49,1080
778,700,Delivered,12:19:27,1114
779,701,Delivered,11:15:46,1103
780,704,On the way,23:57:18,1044
781,705,Delivered,05:58:15,1138
782,707,Delivered,09:12:07,1003
783,708,Delivered,17:27:42,1039
784,709,On the way,11:29:36,1032
785,710,Delivered,06:50:11,1030
786,711,Delivered,05:51:00,1013
787,712,Delivered,21:03:14,1144
788,713,Delivered,02:38:03,1018
789,715,Delivered,01:09:37,1017
790,716,Delivered,17:02:52,1101
791,717,Delivered,18:57:08,1032
792,718,Delivered,21:15:25,1062
793,719,Delivered,05:20:49,1024
794,720,Delivered,04:58:34,1137
795,721,Delivered,01:00:16,1142
796,722,Delivered,15:48:25,1069
797,723,On the way,13:48:10,1069
798,724,Delivered,07:11:44,1081
799,725,On the way,06:19:53,1014
800,726,Delivered,21:41:28,1040
801,727,Delivered,19:25:00,1021
802,728,Delivered,04:20:11,1076
803,730,Delivered,18:57:36,1046
804,732,Delivered,05:42:22,1090
805,733,Delivered,15:38:57,1047
806,735,Delivered,18:40:46,1033
807,736,Delivered,20:58:20,1108
808,738,On the way,11:15:01,1024
809,740,Delivered,16:48:36,1126
810,741,Delivered,17:27:51,1036
811,742,Delivered,11:16:57,1041
812,743,Delivered,20:48:48,1023
813,744,Delivered,20:25:56,1140
814,748,Delivered,19:06:48,1110
815,749,Delivered,22:52:47,1119
816,750,On the way,14:30:47,1023
817,751,Delivered,22:53:18,1011
818,752,Delivered,16:18:56,1110
819,753,Delivered,03:07:33,1043
820,754,Delivered,20:00:38,1121
821,755,Delivered,16:38:24,1129
822,756,Delivered,03:27:02,1094
823,757,Delivered,16:23:34,1054
824,758,Delivered,04:18:27,1071
825,759,On the way,02:59:26,1127
826,760,Delivered,02:33:50,1141
827,761,Delivered,02:08:53,1073
828,762,Delivered,23:00:55,1130
829,763,Delivered,12:13:58,1030
830,765,Delivered,19:37:38,1085
831,766,Delivered,08:01:43,1087
832,767,On the way,03:48:56,1023
833,768,Delivered,14:13:32,1080
834,770,Delivered,02:17:31,1113
835,771,Delivered,04:54:03,1095
836,772,On the way,07:13:00,1040
837,774,Delivered,03:25:22,1011
838,775,Delivered,10:42:21,1147
839,776,Delivered,22:19:07,1025
840,778,Delivered,19:29:40,1059
841,779,Delivered,19:26:36,1095
842,781,Delivered,17:08:52,1082
843,782,Delivered,10:31:50,1133
844,783,Delivered,04:30:03,1024
845,784,Delivered,01:31:40,1028
846,785,Delivered,18:09:51,1132
847,787,Delivered,15:04:24,1029
848,788,Delivered,08:11:23,1106
849,789,On the way,07:01:29,1114
850,790,Delivered,05:13:04,1053
851,791,Delivered,19:09:49,1080
852,792,Delivered,23:48:02,1036
853,793,Delivered,13:29:57,1055
854,794,Delivered,13:44:02,1112
855,795,Delivered,15:20:36,1047
856,796,Delivered,18:09:39,1140
857,797,Delivered,23:45:43,1035
858,798,Delivered,07:33:49,1141
859,799,Delivered,08:01:26,1100
860,800,Delivered,01:00:28,1004
861,801,On the way,15:53:48,1031
862,804,Delivered,14:38:28,1079
863,806,Delivered,18:57:22,1055
864,809,Delivered,10:37:26,1137
865,810,Delivered,05:40:26,1030
866,811,On the way,00:46:12,1086
867,812,Delivered,07:10:12,1144
868,813,On the way,20:18:01,1104
869,814,Delivered,04:43:41,1146
870,815,Delivered,16:18:17,1012
871,816,Delivered,21:52:18,1055
872,817,Delivered,00:32:43,1136
873,818,Delivered,05:50:32,1145
874,819,Delivered,02:59:38,1033
875,821,Delivered,05:17:23,1116
876,822,Delivered,22:32:21,1139
877,823,Delivered,04:30:01,1118
878,825,Delivered,15:44:10,1097
879,826,Delivered,18:28:33,1044
880,827,Delivered,17:08:21,1099
881,828,Delivered,20:37:10,1102
882,829,Delivered,14:07:30,1135
883,830,Delivered,05:56:52,1057
884,831,On the way,14:00:23,1037
885,832,Delivered,15:04:46,1150
886,833,Delivered,09:11:24,1124
887,834,Delivered,15:43:45,1057
888,835,Delivered,14:41:29,1086
889,836,Delivered,08:09:50,1148
890,837,Delivered,03:08:15,1051
891,838,Delivered,14:19:59,1052
892,839,Delivered,06:08:27,1017
893,842,Delivered,04:22:09,1034
894,843,On the way,09:50:17,1133
895,844,Delivered,15:53:55,1130
896,846,Delivered,14:51:20,1060
897,847,Delivered,10:17:55,1034
898,848,Delivered,16:44:59,1038
899,849,Delivered,23:41:44,1028
900,851,Delivered,12:02:29,1086
901,852,Delivered,22:33:05,1053
902,853,Delivered,06:52:36,1147
903,854,Delivered,14:56:58,1052
904,855,Delivered,12:51:43,1073
905,856,Delivered,18:41:10,1062
906,857,Delivered,03:12:08,1069
907,858,Delivered,15:35:55,1070
908,859,Delivered,02:58:07,1117
909,861,Delivered,10:07:00,1132
910,862,Delivered,18:05:35,1116
911,863,Delivered,20:29:32,1056
912,865,Delivered,10:25:13,1018
913,866,On the way,09:01:20,1120
914,867,Delivered,04:08:31,1126
915,868,Delivered,02:53:24,1041
916,869,Delivered,01:00:20,1112
917,870,Delivered,02:59:48,1066
918,872,Delivered,10:07:15,1058
919,873,Delivered,07:38:08,1135
920,875,Delivered,04:02:43,1100
921,876,Delivered,22:10:10,1097
922,877,Delivered,15:52:23,1053
923,879,Delivered,17:53:48,1102
924,881,Delivered,17:03:40,1113
925,882,Delivered,01:11:13,1134
926,883,On the way,07:47:03,1109
927,884,Delivered,11:54:55,1080
928,887,On the way,08:43:34,1039
929,888,Delivered,00:58:20,1094
930,889,Delivered,23:27:08,1116
931,892,Delivered,03:43:47,1012
932,893,Delivered,05:14:04,1053
933,895,Delivered,04:26:04,1033
934,896,Delivered,18:21:32,1017
935,897,Delivered,17:01:27,1009
936,898,Delivered,22:38:35,1142
937,899,Delivered,19:05:15,1099
938,900,Delivered,04:43:43,1017
939,901,Delivered,18:15:20,1125
940,902,Delivered,17:55:45,1008
941,903,Delivered,17:26:39,1146
942,904,Delivered,07:40:12,1118
943,905,Delivered,04:06:47,1103
944,906,Delivered,04:53:45,1054
945,907,Delivered,23:06:17,1137
946,908,Delivered,15:46:33,1025
947,909,Delivered,15:40:45,1027
948,910,Delivered,23:57:18,1038
949,911,Delivered,13:37:50,1044
950,912,Delivered,13:37:22,1072
951,914,On the way,09:37:51,1110
952,916,Delivered,21:25:18,1113
953,917,Delivered,11:52:08,1002
954,918,Delivered,23:21:55,1100
955,919,Delivered,16:54:18,1100
956,920,Delivered,22:09:01,1004
957,922,Delivered,06:22:00,1099
958,923,Delivered,09:13:28,1101
959,924,Delivered,22:17:50,1088
960,925,Delivered,02:51:48,1027
961,926,Delivered,01:47:01,1010
962,927,Delivered,12:31:16,1010
963,928,Delivered,14:47:03,1007
964,929,Delivered,00:44:06,1110
965,930,Delivered,19:37:32,1138
966,931,Delivered,08:07:42,1123
967,932,Delivered,15:10:55,1149
968,933,On the way,08:30:38,1046
969,934,Delivered,13:45:55,1055
970,935,Delivered,17:58:29,1061
971,936,Delivered,03:52:24,1007
972,937,Delivered,20:17:24,1014
973,938,Delivered,04:07:04,1044
974,940,Delivered,07:37:45,1115
975,941,Delivered,18:50:30,1141
976,942,Delivered,09:22:43,1046
977,943,Delivered,22:15:18,1010
